campingsplatzname,left,right,geometry,Bundesland,Regierungsbezirk,Kreis,Typ,stations_id,distance_km
Junkers-Paddelgemeinschaft,51.8563944,12.2214489,POINT (1360485.4683040134 6774201.253664802),Sachsen-Anhalt,Dessau,Anhalt-Zerbst,Landkreise,433,171.97
Wassersportfreunde Rodleben e.V.,51.8725382,12.2303535,POINT (1361476.7238417312 6777111.456683605),Sachsen-Anhalt,Dessau,Anhalt-Zerbst,Landkreise,433,169.34
Camping am Koenigssee,51.7521183,12.5697186,POINT (1399254.6739667396 6755428.764200239),Sachsen-Anhalt,Dessau,Wittenberg,Landkreise,433,159.38
Zeltplatz Friedensau gGmbH,52.21476819999999,11.9873338,POINT (1334423.894584997 6839051.845065599),Sachsen-Anhalt,Magdeburg,Jerichower Land,Landkreise,433,164.08
MCE Marina-Camp Elbe,51.85536,12.64581,POINT (1407725.129868487 6774014.8205256285),Sachsen-Anhalt,Dessau,Wittenberg,Landkreise,433,139.39
Flaeming Camping - Der Campingplatz im Flaeming,51.9322498,13.0609364,POINT (1453936.7893313316 6787884.607302186),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise,433,104.38
COCONAT - a workation retreat,52.1319545,12.5170295,POINT (1393389.3501843836 6824019.776153425),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,115.92
Campingplatz Fläming Rast Körbitz,51.8969336,13.1127685,POINT (1459706.7123100776 6781511.138162646),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise,433,108.49
Wohnmobilstellplatz Jüterbog,51.9877692,13.0677287,POINT (1454692.904708647 6797914.270939523),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise,433,94.81
Landurlaub-Siebach.de,52.1575082,12.9239606,POINT (1438688.7130243303 6828655.215003203),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,77.59
Camp Dobbrikow,52.1717959,13.0456343,POINT (1452233.367351264 6831248.162494748),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,66.9
Landgasthof Jüterbog,52.0101098,13.1251439,POINT (1461084.3355364408 6801953.6423593415),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise,433,88.69
"Pension Campingplatz""Gartenidylle""",52.1573327,12.924163,POINT (1438711.244089267 6828623.370245558),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,77.59
"Bicycle Rental Daske, tents - and Wohnmobilstellplatz",52.133677,13.376177,POINT (1489029.2124006976 6824332.153907401),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise,433,60.85
Spreewald Caravan-und Wohnmobilpark Dammstrasse,51.86264,13.97041,POINT (1555178.927373257 6775327.008710003),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise,880,41.6
Spreewald Natur Camping Lübbenau,51.869381,13.9802623,POINT (1556275.6803923994 6776542.233861326),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise,880,41.07
Campingplatz Sonnenberg Kreblitz,51.89856259999999,13.70823,POINT (1525993.1832770766 6781805.011450694),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,71.26
Stellplatz im Grünen,51.7290504,13.833425,POINT (1539929.8269269404 6751281.7816522755),Brandenburg,Brandenburg,Oberspreewald-Lausitz,Landkreise,880,54.46
Camping Tropical Island,52.0319438,13.7322996,POINT (1528672.5988926743 6805903.365226483),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,79.8
Camping Zesch am See,52.106858,13.5151234,POINT (1504496.6548962563 6819469.860429557),Brandenburg,Brandenburg,Teltow-Fläming,Landkreise,433,66.84
RELAX CAMPING am Teupitzer See,52.1285935,13.593453,POINT (1513216.2660822968 6823410.288933542),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,433,65.28
KNAUS Campingpark Lübben,51.9367942,13.8946698,POINT (1546747.5668766764 6788705.093496151),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,55.22
Campingplatz D 71 Naturcamping Teupitz e.V.,52.1555039,13.6118932,POINT (1515269.0197564233 6828291.539011147),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,433,61.43
Camping Club Lake Schwerin e.V.,52.1572387,13.6178605,POINT (1515933.2965538339 6828606.313845805),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,433,61.4
"Biwak Platz mit Strom, Ver- und Entsorgung Sanitärgebäude",52.0616628,13.8517051,POINT (1541964.7583505905 6811282.567849454),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,73.08
Ferienwohnung am Mühlstein,51.9444084,13.9792509,POINT (1556163.0918594112 6790080.014844669),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,48.32
Kneipp- und Erlebniscamping an den Spreewaldfließen,51.8259356,14.1386848,POINT (1573911.192422597 6768713.36298077),Brandenburg,Brandenburg,Spree-Neiße,Landkreise,880,21.78
Campingplatz Jessern,52.0132651,14.1937378,POINT (1580039.664349239 6802524.310073874),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,44.96
"Zeltplatz "" Zur Erleninsel""",51.844496,14.0962171,POINT (1569183.7096834355 6772057.02673545),Brandenburg,Brandenburg,Spree-Neiße,Landkreise,880,27.49
Bauernhof/Heuhotel Jakubik,51.8683558,14.1042122,POINT (1570073.7201442767 6776357.405499743),Brandenburg,Brandenburg,Spree-Neiße,Landkreise,880,28.94
Eurocamp Spreewaldtor,52.048047,14.038657,POINT (1562776.1486614256 6808817.634864159),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,58.06
Camping Am Grossen Mochowsee,51.9819099,14.2176808,POINT (1582704.9869173025 6796855.192993405),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,38.75
Camping Nord GmbH,52.1272301,13.9433649,POINT (1552168.280612804 6823163.061673249),Brandenburg,Brandenburg,Dahme-Spreewald,Landkreise,880,75.86
"Campingverein ""Glower See e.V.""",52.09523,14.20184,POINT (1580941.5971275445 6817362.6090311),Brandenburg,Brandenburg,Oder-Spree,Landkreise,880,59.06
Naturcampingplatz am Grubensee,52.1556772,13.9892998,POINT (1557281.7302904439 6828322.983282566),Brandenburg,Brandenburg,Oder-Spree,Landkreise,880,77.7
Großsee,51.9327924,14.478115,POINT (1611696.3894464562 6787982.56873972),Brandenburg,Brandenburg,Spree-Neiße,Landkreise,880,33.5
Campingfreunde Chossewitz e.V.,52.0905571,14.4262132,POINT (1605918.7074992014 6816515.930667476),Brandenburg,Brandenburg,Oder-Spree,Landkreise,880,58.1
Eurocamping-Neißetal Kiessee Bresinchen,52.00455729999999,14.6958621,POINT (1635935.885740168 6800949.514635018),Brandenburg,Brandenburg,Oder-Spree,Landkreise,880,59.01
"Naturcampingplatz ""Großer Treppelsee""",52.1362415,14.4578622,POINT (1609441.8580633178 6824797.251902204),Brandenburg,Brandenburg,Oder-Spree,Landkreise,880,66.96
Camp Keune - bitte mit Voranmeldung,51.7182409,14.6662841,POINT (1632643.2778414844 6749339.2550167665),Brandenburg,Brandenburg,Spree-Neiße,Landkreise,880,40.26
"Stadtgespräch in der Bauernschänke | Gaststätte, Pension & Camping",51.7857861,14.6183089,POINT (1627302.7030067793 6761485.124506002),Brandenburg,Brandenburg,Spree-Neiße,Landkreise,880,33.61
CampDeulo - camping on Lake Deulowitzer,51.92150899999999,14.648138,POINT (1630623.2632296006 6785945.698437254),Brandenburg,Brandenburg,Spree-Neiße,Landkreise,880,45.27
NON Aamsveen,52.18030659999999,6.939739200000001,POINT (772528.2339821197 6832793.089452485),Nordrhein-Westfalen,Munster,Borken,Landkreise,555,128.54
Campingplatz Zum Eichengrund,52.2192569,7.6659674,POINT (853371.5874058353 6839867.419246585),Nordrhein-Westfalen,Munster,Steinfurt,Landkreise,555,139.62
Campingplatz Niedersachsenhof,52.2917631,8.104120199999999,POINT (902146.5339914822 6853052.86582707),Niedersachsen,Weser-Ems,Osnabrück Städte,Kreisfreie Städte,555,173.65
camping salzbergen in ems,52.32688889999999,7.355969299999999,POINT (818862.7567669529 6859448.347769365),Niedersachsen,Weser-Ems,Emsland,Landkreise,555,151.4
Camping & Freizeitanlagen Dreiländersee Gronau,52.2372869,7.079059399999998,POINT (788037.2877033364 6843144.210210117),Nordrhein-Westfalen,Munster,Borken,Landkreise,555,135.68
Wohnmobilstellplatz Lingen,52.5182374,7.305811500000002,POINT (813279.2160116424 6894377.348020803),Niedersachsen,Weser-Ems,Emsland,Landkreise,555,185.91
Campingplatz Leckermeyer-Hannker,52.4976837,8.357642199999999,POINT (930368.4739363745 6890618.171195773),Niedersachsen,Hannover,Diepholz,Landkreise,850,186.93
Campingplatz Weißes Moor,52.36601999999999,7.851660000000001,POINT (874042.7930819144 6866579.071477104),Nordrhein-Westfalen,Munster,Steinfurt,Landkreise,555,172.09
Teutoburger Waldsee bei Pronobis,52.19539999999999,7.914789999999999,POINT (881070.3925356936 6835533.685381673),Niedersachsen,Weser-Ems,Osnabrück,Landkreise,555,147.58
"Camping Lengerich, Sonnenhügel am See",52.1874245,7.801797700000001,POINT (868492.147236133 6834085.411806316),Nordrhein-Westfalen,Munster,Steinfurt,Landkreise,555,140.28
Alfsee Ferien und Erlebnis Park,52.48551399999999,7.990534999999999,POINT (889502.2873658302 6888393.217470397),Niedersachsen,Weser-Ems,Osnabrück,Landkreise,555,198.33
Campingplatz Fürstenau FürstenSEA,52.51782,7.701359999999998,POINT (857311.4736156852 6894300.9899972705),Niedersachsen,Weser-Ems,Osnabrück,Landkreise,555,192.71
Campsite Heidesee Holdorf,52.5779406,8.114733,POINT (903327.9454833731 6905306.770868645),Niedersachsen,Weser-Ems,Vechta,Landkreise,850,213.13
Campground Dammeyer - Heseker,52.49649280000001,8.3570009,POINT (930297.0847469289 6890400.414951749),Niedersachsen,Hannover,Diepholz,Landkreise,850,187.02
Campingplatz Rennegarbe,52.4942765,8.3531822,POINT (929871.9890074366 6889995.179864263),Niedersachsen,Hannover,Diepholz,Landkreise,850,187.48
Ferienhof Ehrlingshof,52.604767,8.462947999999999,POINT (942091.0619699529 6910222.527870956),Niedersachsen,Hannover,Diepholz,Landkreise,850,174.35
Campingplatz Dümmer-See C12 - Heiko Picksmeier-Piening,52.4966861,8.3601035,POINT (930642.464599064 6890435.759484844),Niedersachsen,Hannover,Diepholz,Landkreise,850,186.67
Campingplatz Osterwald,52.38927,8.70657,POINT (969210.9389559919 6870818.829435682),Nordrhein-Westfalen,Detmold,Minden-Lübbecke,Landkreise,850,151.99
"Campingplatz ""Am Hahler Hafen""",52.29819029999999,8.8585152,POINT (986125.4012484739 6854222.710229054),Nordrhein-Westfalen,Detmold,Minden-Lübbecke,Landkreise,850,141.19
Wohnmobilstellplatz Am Heldenhain Diepholz,52.6133475,8.3708186,POINT (931835.2640748632 6911795.482170368),Niedersachsen,Hannover,Diepholz,Landkreise,850,184.62
Rittergut Brokeloh,52.55090430000001,9.2099587,POINT (1025247.9127110798 6900355.593527461),Niedersachsen,Hannover,Nienburg,Landkreise,850,91.55
Hof Frida,52.56037449999999,9.2962475,POINT (1034853.5379882425 6902089.530913911),Niedersachsen,Hannover,Nienburg,Landkreise,850,81.84
Pier 19 Stegplätze und Segeln am Steinhuder Meer,52.49049419999999,9.3229398,POINT (1037824.9112323438 6889303.659702088),Niedersachsen,Hannover,Hanover,Landkreise,850,80.94
Portacamp,52.63281629999999,9.194738599999996,POINT (1023553.6189292566 6915365.594018553),Niedersachsen,Hannover,Nienburg,Landkreise,850,93.12
Wohnmobilstellplatz,52.5068391,9.4661336,POINT (1053765.1721330974 6892292.434460186),Niedersachsen,Hannover,Hanover,Landkreise,850,64.75
Unser kleiner Hof,52.69399,9.07527,POINT (1010254.4352114719 6926593.734636465),Niedersachsen,Hannover,Nienburg,Landkreise,850,107.69
Federation of Family Sports and free lifestyle e.V.,52.40249739999999,9.8720527,POINT (1098951.8796483614 6873231.9110825),Niedersachsen,Hannover,Hanover,Landkreise,850,39.44
"Camping and Leisure Living ""Arnumer See""",52.3016407,9.7477062,POINT (1085109.6905864356 6854850.803531761),Niedersachsen,Hannover,Hanover,Landkreise,850,62.2
Camping & Freizeit Parksee Lohne,52.453779,9.8562776,POINT (1097195.8035491486 6882594.0862706),Niedersachsen,Hannover,Hanover,Landkreise,850,32.34
Wake & Ski Blue Lake,52.420467,9.554517,POINT (1063603.9672156759 6876511.274096817),Niedersachsen,Hannover,Hanover,Landkreise,850,61.8
Campingplatz Drakenburg,52.6948,9.200792,POINT (1024227.4803348251 6926742.5117589915),Niedersachsen,Hannover,Nienburg,Landkreise,850,93.97
Campingplatz Birkensee,52.304287,9.859829,POINT (1097591.1435887518 6855332.555714977),Niedersachsen,Hannover,Hanover,Landkreise,850,56.49
Erholungsgebiet Doktor-See GmbH,52.18664569999999,9.059702599999998,POINT (1008521.4801704964 6833944.003190147),Niedersachsen,Hannover,Schaumburg,Landkreise,850,131.21
Landgasthof Allerparadies,52.56719589999999,10.258913,POINT (1142016.9712524945 6903338.7206753725),Niedersachsen,Luneburg,Celle,Landkreise,850,26.12
Campingpark Hüttensee - Camping Lüneburger Heide,52.71986,9.824800000000002,POINT (1093691.7331457543 6931346.783264479),Niedersachsen,Luneburg,Celle,Landkreise,850,32.17
Camping Paradiessee GbR,52.33613219999999,10.32619,POINT (1149506.2126345935 6861132.152800081),Niedersachsen,Braunschweig,Peine,Landkreise,850,57.85
Kinder- und Jugendzeltplatz des Landkreises Peine,52.4650421,10.2653021,POINT (1142728.2026111218 6884651.782995785),Niedersachsen,Hannover,Hanover,Landkreise,850,35.56
Camping Am Allerstrand,52.5795322,10.2460327,POINT (1140583.14281523 6905598.336883976),Niedersachsen,Luneburg,Celle,Landkreise,850,24.34
Camping Südheide - Winsen / Aller,52.6729445,9.9358201,POINT (1106050.4341455726 6922729.159927049),Niedersachsen,Luneburg,Celle,Landkreise,850,17.54
Waßmann Campingplatz,52.5313043,10.4900957,POINT (1167752.1116967085 6896768.138170174),Niedersachsen,Braunschweig,Gifhorn,Landkreise,850,52.67
Campingplatz Irenensee KG,52.4654227,10.1604181,POINT (1131052.56913876 6884721.325390049),Niedersachsen,Hannover,Hanover,Landkreise,850,27.99
Camping Blauer See Garbsen,52.4192706,9.5463338,POINT (1062693.0175586164 6876292.89549848),Niedersachsen,Hannover,Hanover,Landkreise,850,62.7
Camping Beversee,52.48431000000001,10.65101,POINT (1185665.0096340647 6888173.126833397),Niedersachsen,Braunschweig,Gifhorn,Landkreise,850,72.18
Jugendzeltplatz Almke | Stadtjugendring Wolfsburg e.V.,52.34997,10.86316,POINT (1209281.4396058577 6863653.57248349),Niedersachsen,Braunschweig,Wolfsburg Städte,Kreisfreie Städte,850,103.15
Camingplatz Alte Wassermühle,52.6343137,10.4464875,POINT (1162897.6690782974 6915640.247111975),Niedersachsen,Braunschweig,Gifhorn,Landkreise,850,47.0
Freibad Campingplatz,52.6712989,10.6905241,POINT (1190063.6991252191 6922427.057698047),Niedersachsen,Braunschweig,Gifhorn,Landkreise,850,74.92
Camping Tankumsee,52.4520632,10.6127655,POINT (1181407.6513684213 6882280.666719885),Niedersachsen,Braunschweig,Gifhorn,Landkreise,850,70.1
Kreativhof Kunrau,52.5646982,11.0254416,POINT (1227346.5446829754 6902881.299171379),Sachsen-Anhalt,Magdeburg,Altmarkkreis Salzwedel,Landkreise,850,111.06
Freizeit & Camping Park Colbitz,52.3315243,11.6309132,POINT (1294747.3348847642 6860292.711069931),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise,850,184.74
Campingplatz Räbke,52.1928284,10.8617998,POINT (1209130.0228344807 6835066.679339592),Niedersachsen,Braunschweig,Helmstedt,Landkreise,850,118.32
Camping am See,51.910126,11.0849047,POINT (1233965.9466959648 6783891.367125968),Sachsen-Anhalt,Magdeburg,Halberstadt,Landkreise,850,171.36
Campingplatz Glockenheide,52.4073004,10.5095106,POINT (1169913.368478511 6874108.303976233),Niedersachsen,Braunschweig,Gifhorn,Landkreise,850,63.64
Laffert-Kobylinski P. von,52.49083,10.63417,POINT (1183790.3894091058 6889365.051810428),Niedersachsen,Braunschweig,Gifhorn,Landkreise,850,70.05
Am Loosteich,52.28995,10.9901301,POINT (1223415.6864838288 6852722.885805218),Niedersachsen,Braunschweig,Helmstedt,Landkreise,850,120.69
Camping Waldwinkel,52.24254999999999,11.02549,POINT (1227351.93254633 6844100.982467986),Niedersachsen,Braunschweig,Helmstedt,Landkreise,850,128.31
Allersee Campsite,52.4318639,10.8154002,POINT (1203964.8429894692 6878591.844603685),Niedersachsen,Braunschweig,Wolfsburg Städte,Kreisfreie Städte,850,92.53
Camping im Drömling | Naturcampingplatz Badekuhle Wassensdorf,52.4553845,11.003506,POINT (1224904.6848607305 6882887.368741863),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise,850,111.48
Freizeit - und Zeltplatz e.V.,52.15310179999999,10.6302184,POINT (1183350.4993092874 6827855.70462281),Niedersachsen,Braunschweig,Wolfenbüttel,Landkreise,850,104.86
"Campingplatz Bertingen (WoMo, WoWa und Zelter) + Tipidorf",52.35523209999999,11.8404477,POINT (1318072.6087283874 6864612.5998553),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise,433,175.04
Campingplatz Erholungscenter Jersleber See,52.23723529999999,11.5833664,POINT (1289454.4493199144 6843134.830473361),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise,850,184.99
Heide Camp Colbitz,52.3315913,11.6315791,POINT (1294821.4625336833 6860304.916132739),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise,850,184.81
Family-Camp-Kellerwiehl,52.42403299999999,11.972508,POINT (1332773.494078394 6877162.210356433),Sachsen-Anhalt,Magdeburg,Stendal,Landkreise,433,159.33
"Camping ""Niegripper Lake""",52.2733872,11.7923266,POINT (1312715.792379975 6849709.1193838995),Sachsen-Anhalt,Magdeburg,Jerichower Land,Landkreise,433,182.66
Fight for Self Protection,52.2799749,11.3909412,POINT (1268033.7740401207 6850907.682096959),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise,850,162.21
Camping-Oase Steinbruchsee Süplingen,52.28005940000001,11.3207759,POINT (1260223.0085727633 6850923.057140334),Sachsen-Anhalt,Magdeburg,Ohrekreis,Landkreise,850,154.93
Camping Barleber See,52.2193189,11.6589869,POINT (1297872.4848734473 6839878.684911416),Sachsen-Anhalt,Magdeburg,Magdeburg Städte,Kreisfreie Städte,850,194.02
Camping- und Ferienpark am Plauer See,52.399957,12.437257,POINT (1384509.1161050773 6872768.408432878),Brandenburg,Brandenburg,Brandenburg an der Havel Städte,Kreisfreie Städte,433,108.11
Wa-Ca-Wi,52.6369347,11.9513646,POINT (1330419.8215567556 6916121.013533897),Sachsen-Anhalt,Magdeburg,Stendal,Landkreise,433,164.44
Camping am See,52.36175000000001,12.394476,POINT (1379746.75696945 6865800.657407353),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,113.81
Zum Nussbaum - Erlebnishof Kützkow,52.48898999999999,12.4453,POINT (1385404.4587695275 6889028.662448803),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,106.58
Steckelsdorfer See,52.6096261,12.2762467,POINT (1366585.5314966051 6911113.247231863),Brandenburg,Brandenburg,Havelland,Landkreise,433,127.99
Stadtmarina Brandenburg Boote & Camping,52.42438310000001,12.5538139,POINT (1397484.1708615199 6877226.120313278),Brandenburg,Brandenburg,Brandenburg an der Havel Städte,Kreisfreie Städte,433,94.75
CAMPINGPLATZ Seecamp Malge,52.36970969999999,12.4710687,POINT (1388273.0173319322 6867251.758395822),Brandenburg,Brandenburg,Brandenburg an der Havel Städte,Kreisfreie Städte,433,105.16
Wassersportzentrum Alte Feuerwache,52.4054927,12.54829,POINT (1396869.253126327 6873778.445717424),Brandenburg,Brandenburg,Brandenburg an der Havel Städte,Kreisfreie Städte,433,95.71
Campingplatz Himmelreich,52.35262359999999,12.9888611,POINT (1445913.4036365591 6864137.181677263),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,50.55
Campingpark Sanssouci,52.3616667,13.0075,POINT (1447988.276493506 6865785.472700647),Brandenburg,Brandenburg,Potsdam Städte,Kreisfreie Städte,433,47.98
Campingplatz Butzow,52.4855708,12.5981266,POINT (1402417.038061195 6888403.600632639),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,89.55
Camping Flachsberg Gortz,52.5026488,12.6637715,POINT (1409724.5949023701 6891526.10403814),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,82.43
Minicamping Van Dams Kirschenhof Bauernhof,52.37230999999999,12.8461856,POINT (1430030.8396278834 6867725.865325309),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,64.27
Dauercampingplatz Wachow,52.52579,12.71991,POINT (1415973.9041362684 6895759.125508753),Brandenburg,Brandenburg,Potsdam-Mittelmark,Landkreise,433,76.68
Ferienhof Havelblick E. K.,52.47362,12.84156,POINT (1429515.92019127 6886219.263960204),Brandenburg,Brandenburg,Havelland,Landkreise,433,62.4
